BTC/BUSD,47,482.62/$47,416.14
ETH/BUSD,3,987.99/$3,982.41
BNB/BUSD,557.0/$556.22
SOL/BUSD,199.53/$199.25
SHIB/BUSD,0.00003728/$0.00
MATIC/BUSD,1.875/$1.87
LUNA/BUSD,58.90/$58.82
USDC/BUSD,0.9999/$0.99
SAND/BUSD,5.4386/$5.43
ADA/BUSD,1.382/$1.38
XRP/BUSD,0.7846/$0.78
GALA/BUSD,0.44557/$0.44
DOGE/BUSD,0.1704/$0.17
MANA/BUSD,3.6158/$3.61
DOT/BUSD,28.37/$28.33
AVAX/BUSD,91.87/$91.74
ATOM/BUSD,25.73/$25.69
FIO/BUSD,0.2389/$0.23
FTM/BUSD,1.6020/$1.60
LTC/BUSD,155.2/$154.97
